	Non-User	Non-User	Non-User	Non-User	Non-User	Non-User	Non-User	Non-User	Non-User	Non-User	Non-User	Non-User	Non-User	User	User	Non-User	User	User	Non-User	User	Non-User	User	Non-User	Non-User	User	Non-User	User	Non-User	Non-User	Non-User	Non-User	Non-User	User	User	User	User	User	User	User	User	User	User	User	User	User	User	User	User	User	Non-User
Sample_ID	S100/8123	S101/8118	S102/8145	S103/8150	S104/8162	S105/8151	S106/8079	S107/8192	S108/8103	S109/8446	S110/8096	S111/8449	S112/8459	S113/8451	S114/8452	S115/8234	S116/8209	S117/8026	S118/8490	S119/8130	S120/8477	S121/8264	S122/8134	S123/8176	S124/8224	S125/8210	S126/8135	S127/8112	S128/8202	S129/8204	S130/8507	S131/8274	S132/8297	S133/8222	S134/8546	S135/8381	S136/8391	S137/8574	S138/8047	S139/8583	S140/8013	S141/8080	S142/8621	S143/8071	S144/8417	S145/8371	S146/8430	S147/8369	S148/8242	S149/8312
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Agrobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.35E-05
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|g__Shinella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus	0	0	0.001834156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|__|__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__mitochondria|g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145139	0	0	0	0	0	0	0	0	0	0	0	2.62E-05	0	0	0	4.91E-05	0	0	0	0	6.19E-05	0	0	0	0	0	1.34E-05	0.000106473	0	0	0	0	0	0	0.000127212	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rickettsiales|f__mitochondria|g__Raphanus	0	0	0	0	0	0	0	0	0	0.000124476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Sphingomonadaceae|g__Sphingomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|__|__|__	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003688241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|__|__	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004644452	0	0	0	0	0	0	0	0	0	2.49E-05	0	0	0	0	0	0	0	0.007277386	0	0	0	0	0	0	0	0.00650279	0.001004534	0	0	0	0	0	0	0.01433414	0	0.014348488
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter	0	0	0.000107365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Sutterella	0.04306049	0.009882846	0.026563954	0.011738145	0.082916365	0	0.052419112	0.088859755	0.094049021	0.02078757	0.023865425	0.018748062	0.038294589	0.002288076	0.019090569	0.025592513	0.016106308	0.026517648	0.03556765	0.010041801	0.008495242	0.059831392	0.008900524	0.00881777	0.016797256	0	0.024138301	0.023303114	0.000374756	0	0.028743498	0.001708225	0.02140357	0.094470805	0.077217495	0.035523802	0.029495687	0.007207447	0.021378136	0	0.00217649	0.008632481	0.018542199	0.023121987	0.032962297	0.013063824	0.016348737	0	0.061825121	0.001887072
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000530063	0	0	0	0	7.40E-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|__	0	0	0	0.000860081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	0	0.000328369	0.000116312	0	0.000193377	0.001708559	0	0	0.001129006	0	0.000642707	0	0	0.000443955	0	0	0	0	0	0.000576563	0	0	0	0.000374163	0.000388014	0	0.000476571	0	0	0	0	0.000296325	0.000219336	0.000455118	0	0	0	0	0.002004755	0.000208486	0.000147332	0.000556934	0.001535997	0	0	0.000897294	0.001525522	0.001904762	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Ralstonia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.88E-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Kingella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00045879	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria	0	0.001218143	0.000474197	0	0.000102731	0.000106785	0	5.96E-05	4.18E-05	0.000263597	0	0	0.000257226	0	0.000571658	7.01E-05	0.000435854	0.00021053	0.000286451	7.21E-05	0	0	0.004293194	0.000149665	0	0	0	0.000788333	8.43E-05	0.000601892	0.005064331	9.59E-05	0.000173641	0	0.000904215	0	0.00013044	0.015125279	0	6.95E-05	4.02E-05	0	7.35E-05	0	0.000271719	7.72E-05	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|__	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00361994	0	0	0.000435854	0	0	0	0	0	0	0	0	0	0.000309771	0	0	0	0.000205311	0	0	0	0	0	0	0	0	0.000506324	0	0	0	0	0	0	0	0.00031477	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__	0	0.000222443	0.000366831	0.001084874	0.001027314	0.000303926	0.000346448	0	0	0	0.004348111	0	0	0.000486643	0	0	0	0	0.000127311	0.000168164	0	0	0	0	0.001276692	0	0.000941227	0.001434765	0.005405861	3.69E-05	0	0.001124291	0.00046609	0.001016752	0	0	0	0.000192396	0	0.001181423	0.002631879	0	0	0.001084875	0	0.00028945	0	0.002606941	0	0.000835703
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	0.013185189	0.001811326	0.002737814	0.001505141	0.021482959	0	0.000361511	7.66E-05	0.01183366	0.009562721	0.00093127	0.009303549	0.004962327	8.54E-05	0.017368536	0.003161107	0.000111497	0.003670548	0	0.002522462	0.003313277	0.009248902	0.00104712	0.00238217	5.01E-05	0	0.004896763	0.013606622	0.007841778	0.015538632	0.00133452	0.000444487	0.000347283	0.022116781	0.000148638	0	0.007663335	0.00377392	0.001295107	0.000119135	0.001238925	0.006601309	0.011582444	0	0.020041601	0.000521009	0.000810012	0.00362389	0.010955214	0.000303279
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio	0	0.002277398	0.003292535	0.033855897	0.038572637	0.007639231	0	0	0	0.046971561	0.009096275	0.003392506	0.003472557	0.002902782	0	0.027990595	0.017505093	0	0.000366021	0	0.015082037	0.0130003	0.004502618	0.014829319	0.000112649	0	0.020432964	0.000346866	0.017051417	0	0.004003559	0.009848439	0	0.000948969	0	0.017303636	0	0.000266394	0	0.010483887	0.040435834	0.002113074	0.002880912	0.000141505	0	0.004997829	0.00486007	0.012485876	0	0.01254903
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	0	0.000169481	0	0	0	0.008058157	6.03E-05	3.41E-05	3.48E-05	0.000395396	0	0	2.14E-05	0.030573129	0.000204668	0	0	5.49E-05	0	0	0	0	0	3.74E-05	0	0	4.77E-05	0	0	0	0.000307966	0	5.48E-05	1.94E-05	0	0	0	0.000843582	0	0.090125688	0	2.46E-05	0.00019843	5.66E-05	6.56E-05	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000532016	0	0	0	0	0.000357428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio	0	0	0.428897359	0	0	0	0	0	0	0	6.56E-05	0	0	0.118851864	0	0	0	5.49E-05	0	0	0	0	0.00617801	3.74E-05	0	0	0	0	0	0	0	0.128970969	0	0	0	0	0	0	0	0.006115601	0	0	0	0	0	0	0	4.04E-05	0	0.15387052
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium	0	0	0	0	0	0	3.01E-05	0	0	0	0	0	0	1.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|__	0.000373541	0.001175773	0.011022833	0.001837445	0.012732657	0.000632495	0.003524733	0.024364497	0.003442773	0.007651642	0.1767117	0.230681039	0.002175707	0.000204902	0.010007552	0	7.10E-05	0.000732279	0.016415226	0	0.004108463	0	0.001675393	0.028436374	5.01E-05	0.003989692	0.0001668	0.059913283	0.005087318	0.017479425	0.003011224	6.10E-05	0.005986054	0.000377651	0.293498322	0.000209808	0.008462278	0.003744321	0	0.000248198	0.045692894	0.004619278	0.003365964	0.000103771	0.011749494	0.002132278	0.000891013	0	0	0.04991306
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Providencia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000821243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Aggregatibacter	0	0.000127111	0.00027736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000752806	0	0	0	0.000235344	0	0	0.003418728	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0.000270221	0.000752071	0.002630449	0	0.000187334	0.000131428	0.000512141	0.00024688	0.00042512	0.000117154	4.59E-05	0.000122168	0.000139331	0.000315891	0.009958149	0.000358155	0.000354764	0.000659051	0.00175849	9.61E-05	0	0	0.004397906	0.000212026	0	0.000667129	0.001143769	0.000693733	0.000758882	0.001535438	0.004551054	0.000261463	0.005766718	0.001926988	0.00131297	0.000143553	0.000244575	0.018351611	0	7.94E-05	7.37E-05	9.83E-05	0.001837317	6.60E-05	0.000384154	0.003367263	0	4.84E-05	8.98E-05	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	0	0	9.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.75E-05	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	0	0.000466072	0.000492091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46E-05	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Ignatzschineria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.95E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas	0	0	1.79E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetes|__|__|__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000506324	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__Spirochaetes|o__Spirochaetales|f__Spirochaetaceae|g__Treponema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.40E-05	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Spirochaetes|c__[Brachyspirae]|o__[Brachyspirales]|f__Brachyspiraceae|g__Brachyspira	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27E-05	0	0	0	0	0	0	0	0.001896161	0	0	0	0	0	0	0	0	0	0.000854112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004665052	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae|g__Pyramidobacter	0	0	0.000313149	0	0	0	0	0	4.18E-05	0	0	0.001005535	0	0	0	0	0	4.58E-05	0	0	0.000371087	0	0	0	0.049615741	0	0	0	0.000477814	0	0	0	0	0	0	0	8.97E-05	0	0	0	0.06627914	0.000540554	0	0	0	7.72E-05	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Dethiosulfovibrionaceae|g__TG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001667891	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus	0	3.18E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010800158	0	0	0	0	0	0	0	0	0	0.00045879	0	0	0	0	0	0	0	0	0	0.001702986	0	0
k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Synergistes	0.003703615	0	0	0.001241253	0	0	0	0	0	0	0	0	0	3.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000488485	0	0	0	0	0.000819251	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000154373	0	0.006545601	0	0
k__Bacteria|p__TM7|c__TM7-3|o__|f__|g__	9.54E-05	0	0.000152101	3.91E-05	2.42E-05	0.000205356	0	0.000272419	0	0.000212342	0	0	6.43E-05	0	0.000148208	0	0	0	0.000159139	0	6.63E-05	0.000136414	0	8.73E-05	0	0	2.38E-05	0	0.000121796	0	0.000787024	0.000226601	8.23E-05	0.000222717	0.000408755	0	0	0.001642765	0	0	0	0	0.000139636	0.000141505	0.000140544	8.68E-05	0	0	0.000142178	2.70E-05
k__Bacteria|p__TM7|c__TM7-3|o__CW040|f__|g__	0	2.12E-05	0	0	0	0	0	1.70E-05	0	5.86E-05	0	0	0	0	4.94E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0
k__Bacteria|p__TM7|c__TM7-3|o__CW040|f__F16|g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.84E-05	0	0	0	0	0	0	0.000340393	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__TM7|c__TM7-3|o__I025|f__Rs-045|g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131175	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Anaeroplasmatales|f__Anaeroplasmataceae|g__Anaeroplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Mycoplasmatales|f__Mycoplasmataceae|g__Mycoplasma	0	0	0	0	0	0	0	0	0	5.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37E-05	0	0	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__RF39|f__|g__	0	0	0	2.93E-05	0	0	0	0	0	0	0	0.000507466	0	0.003022309	0	0	3.04E-05	0	0	0	0	0	0.009319372	0	0	0	0.033955655	0.000614899	0.094841478	0	0	0	0.012191444	0	2.48E-05	0	0	0.001257973	0	0.010811508	0	0	0	0.000896201	0	0.001543731	0.00209253	0.000169492	0	0.000161749
k__Bacteria|p__Tenericutes|c__RF3|o__ML615J-28|f__|g__	0	5.30E-05	0	0	0	0	0	0	0	0	0	0	0	4.27E-05	0.001453847	0	0.00408486	0	0	0	0	0	0.001256545	0	0.002728615	0	0	0.000110367	0.000590241	0	0	0	0	0	6.19E-05	0	0	0.000414391	0	0.004139944	0	0	0	0	0	0	0	0.003680387	0	0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__[Cerasicoccales]|f__[Cerasicoccaceae]|g__	0	0.000402517	0	0.005873959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209424	0	0	0	0.000571885	0	0	0	0	0.000165593	0	0	0	0	0	0	0	0.011983003	0	0	0	0	0	0	0	0.023809524	0	0
k__Bacteria|p__Verrucomicrobia|c__Verruco-5|o__WCHB1-41|f__RFP12|g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014735889	0	0	0	0	0	0	0	0	0.014450262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023717809	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	0.084324805	0.022159608	0.000858922	5.86E-05	0.000713077	0.000164285	4.52E-05	0.000332011	0.000202106	0.000388074	7.21E-05	0.000103373	0.000610913	0.000136602	0.000762211	0.000295867	0.000770346	0.000256298	0.00044559	0	0	2.73E-05	0.006282723	0.143553798	0.050416802	0.000222376	5.96E-05	0.048214426	0.000121796	0.000687876	0.009410074	0.000235317	0.000210197	0.000164617	0.001473995	0.000187723	8.15E-05	0.026698634	0.039669304	0.000228342	0.02426284	0.002842003	0.000117588	0.000150939	0.000777678	0.000241208	0	0.000161421	9.73E-05	4.04E-05
